Service Code,Department,Category,Service Name,Service Rate
GSPF000035,General Surgery,General Surgery,l&D OFBREASTABSCESS U LA,100000
GSPF000036,General Surgery,General Surgery,l&D OF ISCHIORECTALABSCESS,250000
GSPF000037,General Surgery,General Surgery,l&D OF PARONYCHIA,85000
GSPF000038,General Surgery,General Surgery,l&D OFPERIANALABSCESS,250000
GSPF000039,General Surgery,Medical Supplies & Equipment,l&D+DRESSING OFABSCESS,61200
GSPF000040,General Surgery,General Surgery,INJ OF HAEMATOMA U LA,30600
GSPF000041,General Surgery,General Surgery,LACERATION OFSCALP,50000
GSPF000042,General Surgery,General Surgery,LASER FOR INGROWING TOE NAIL,30600
GSPF000043,General Surgery,General Surgery,MEATOTOMY,150000
GSPF000044,General Surgery,General Surgery,MULTIPLE CHLAZIAN REMOVAL,73500
GSPF000045,General Surgery,General Surgery,"NAILAVULSION,FINGER",55100
GSPF000046,General Surgery,Surgical Procedures,"NAILWEDGE  RESECTION,FINGER",16000
GSPF000047,General Surgery,Medical Supplies & Equipment,NEEDLES REMOVAL,42900
GSPF000048,General Surgery,General Surgery,PERIANAL HAEMATOMA,49000
GSPF000049,General Surgery,General Surgery,"PILES CRYO,",49000
GSPF000050,General Surgery,Medical Supplies & Equipment,PRIMARY SUTURE OFWOUNDW INVOLVEMENT OFDEEPER TISSUE,30600
GSPF000051,General Surgery,Laboratory Tests,PUNCTUREASPIRATION  OFBREAST CYST,30600
GSPF000052,General Surgery,Surgical Procedures,RADICAL EXCISION OF NAIL BED OF INGROWING TOE NAIL,250000
GSPF000053,General Surgery,Medical Supplies & Equipment,SECONDARY SUTUREOFWOUND,85000
GSPF000054,General Surgery,Medical Supplies & Equipment,SUTURE OFLARGEWOUND,150000
GSPF000055,General Surgery,Pharmaceuticals,SUTUREOFMEDIUM WOUND,45000
GSPF000056,General Surgery,Medical Supplies & Equipment,SUTURE  OFSMALLWOUND,25000
GSPF000057,General Surgery,Medical Supplies & Equipment,SUTUREREMOVAL,9200
GSPF000058,General Surgery,Medical Supplies & Equipment,SUTURE REMOVAL FOR OUTSIDE REFERRALS,15000
GSPF000059,General Surgery,Surgical Procedures,WEDGE RESECTION OF INGROWING TOE NAIL,150000
GSPF000060,General Surgery,Orthopaedics,REMOVAL OFCAST LARGEWOUND,100000
GSPF000063,General Surgery,Surgical Procedures,EXCISION OFLIPOMA,250000
GSPF000064,General Surgery,Surgical Procedures,LAPAROSCOPIC CHOLECCYSTECTOMY,650000
GSPF000065,General Surgery,Orthopaedics,"%%POP CAST,ABOVE ELBOW",350000
GSPF000066,General Surgery,Orthopaedics,"POP CAST,ABOVE KNEE",375000
GSPF000067,General Surgery,Orthopaedics,"POP CAST,BELOW KNEE",350000
GSPF000068,General Surgery,Laboratory Tests,BIOPSY OF LESSION OFLIP,250000
GSSF000001,General Surgery,Surgical Procedures,EXCISION OF LESSION OFLIP,350000
GSSF000002,General Surgery,Surgical Procedures,EXCISION OFVERMILION BORDER OFLIPANDADVANCE OFMUCOSA OFLIP,244800
GSSF000003,General Surgery,Dermatology & Cosmetics,RECONSTRUCTION OFLIP USING SKIN FLAP,367200
GSSF000004,General Surgery,General Surgery,RECONSTRUCTION OFLIP USING TONGUE FLAP,700000
GSSF000005,General Surgery,General Surgery,REVISION OFPRIMARY CLOSUREOFCLEFT LIP,489500
GSSF000006,General Surgery,Medical Supplies & Equipment,SUTURE OFLIP,328400
GSSF000007,General Surgery,Laboratory Tests,BIOPSY OF LESION OFTONGUE,85700
GSSF000008,General Surgery,Surgical Procedures,EXCISION/DESTRUCTION OF LESION OFTONGUE,250000
GSSF000009,General Surgery,General Surgery,FREEING OFADHESIONS OFTONGUE,200000
GSSF000010,General Surgery,General Surgery,RENOTOMY/RENECTOMY OFTONGUE,67400
GSSF000011,General Surgery,General Surgery,PARTIAL GLOSSECTOMY(INCLUDING BLOCK DISSECTION),650000
GSSF000012,General Surgery,Medical Supplies & Equipment,SUTURE OFTONGUE,200000
GSSF000013,General Surgery,General Surgery,TONGUE FLAP-FIRST STAGE,200000
GSSF000014,General Surgery,General Surgery,TONGUE FLAP- SECOND STAGE,180000
GSSF000015,General Surgery,General Surgery,TOTAL GLOSSECTOMY(INCLUDING BLOCK DISSECTION),850000
GSSF000016,General Surgery,Laboratory Tests,BIOPSY OF LESION OF PALATE,250000
GSSF000017,General Surgery,Surgical Procedures,EXCISION/DESTRUCTION OF LESION OF PALATE,450000
GSSF000018,General Surgery,General Surgery,INCISION OF PALATE,244800
GSSF000019,General Surgery,General Surgery,OPERATION ON UVULA,350000
GSSF000020,General Surgery,Surgical Procedures,PLASTIC REPAIR OF PALATE USING FLAP OF PALATE,650000
GSSF000021,General Surgery,Surgical Procedures,PLASTIC REPAIR OF PALATE USING FLAP OFSKIN,750000
GSSF000022,General Surgery,Medical Supplies & Equipment,SUTUREOF PALATE,450000
GSSF000023,General Surgery,Laboratory Tests,BIOPSY OF LESSION OFMOUTH,250000
GSSF000024,General Surgery,Surgical Procedures,EXCISION/DESTRUCTION OF LESSION OFMOUTH,450000
GSSF000025,General Surgery,Surgical Procedures,GRAFT OFMUCOSA TO MOUTH,400000
GSSF000026,General Surgery,Surgical Procedures,GRAFT OFSKIN TO MOUTH,450000
GSSF000027,General Surgery,General Surgery,RECONSTRUCTION OFMOUTH USING FLAP,244800
GSSF000028,General Surgery,Surgical Procedures,RECONSTRUCTION OFMOUTH USING GRAFT,367200
GSSF000029,General Surgery,General Surgery,REMOVAL OF EXCESS MUCOSA FROM MOUTH,367200
GSSF000030,General Surgery,Surgical Procedures,EXCISION OFSMALL MASS,244800
GSSF000030,General Surgery,Medical Supplies & Equipment,SUTURE OFMOUTH,85000
GSSF000031,General Surgery,General Surgery,VESTIBULOPLASTY FOLLOWING TRAUMA,85700
GSSF000032,General Surgery,Laboratory Tests,BIOPSY OF LESION OFSALIVARY GLAND,367200
GSSF000033,General Surgery,General Surgery,CLOSURE OF FISTULA OFSALIVARY GLAND,183600
GSSF000034,General Surgery,General Surgery,DILATION OF PAROTID DUCT,244800
GSSF000035,General Surgery,Surgical Procedures,EXCISION OF LESION OF PAROTID GLAND,650000
GSSF000036,General Surgery,Surgical Procedures,EXCISION OF LESION SUBLINGUAL GLAND,650000
GSSF000037,General Surgery,Surgical Procedures,EXCISION OF LESION OFSUBMANDIBULAR GLAND,650000
GSSF000038,General Surgery,Surgical Procedures,EXCISION OF PAROTID GLAND,850000
GSSF000039,General Surgery,Surgical Procedures,EXCISION OFSUBLINGUAL GLAND,850000
GSSF000040,General Surgery,Surgical Procedures,EXCISION OFSUBMANDIBULAR GLAND,850000
GSSF000041,General Surgery,General Surgery,INCISION OF PARTOID GLAND,350000
GSSF000042,General Surgery,General Surgery,INCISION OFSUBLINGUAL GLAND,350000
GSSF000043,General Surgery,General Surgery,INCISION OFSUBMANDIBULAR GLAND,350000
GSSF000044,General Surgery,General Surgery,MEATOTOMY,250000
GSSF000044,General Surgery,General Surgery,LIGATION OF PAROTID DUCT,250000
GSSF000045,General Surgery,General Surgery,LIGATION OFSUBMANDIBULAR DUCT,250000
GSSF000046,General Surgery,General Surgery,MANIPULATIVE REMOVAL OFCALCULUS FROM PAROTID DUCT,183600
GSSF000047,General Surgery,Dental Services,OPEN EXTRACTION OFCALCULUS FROM PAROTID DUCT,250000
GSSF000048,General Surgery,General Surgery,OPEN EXTRAC TION OFCALCULUS FROM SUBMANDIBULAR DUCT,250000
GSSF000049,General Surgery,General Surgery,OPERATION(S) ON SUBMANDIBULAR DUCT,350000
GSSF000050,General Surgery,Surgical Procedures,PARTIAL EXCISION OF PAROTID GLANDAND PRESERVATION OF FACIAL NERVE,650000
GSSF000051,General Surgery,Surgical Procedures,TOTAL EXCISION OF PAROTID GLANDAND PRESERVATION OF FACIAL NERVE,850000
GSSF000052,General Surgery,General Surgery,TRANSPOSITION OF PAROTID DUCT,850000
GSSF000053,General Surgery,General Surgery,TRANSPOSITION OFSUBMANDIBULAR DUCT,850000
GSSF000054,General Surgery,Laboratory Tests,BIOPSY/SAMPLING OFCERVICAL LYMPH NODES,244800
GSSF000055,General Surgery,General Surgery,BLOCK DISSECTION OFCERVICAL LYMPH NODE,240000
GSSF000056,General Surgery,General Surgery,OPERATION ON BRONCHIAL CLEFT CYST,428400
GSSF000057,General Surgery,General Surgery,OPERATION ON BRONCHIAL CLEFT FISTULA,428400
GSSF000058,General Surgery,General Surgery,BILATERAL SUBTOTAL THYRO IDECTOMY,1500000
GSSF000059,General Surgery,Surgical Procedures,EXCISION OF LESSION OFTHYRO ID GLAND,850000
GSSF000060,General Surgery,Surgical Procedures,EXCISION OFTHYROGLOSSAL CYST,750000
GSSF000061,General Surgery,Surgical Procedures,EXCISION OFTHYROGLOSSAL TRACT,750000
GSSF000062,General Surgery,Medical Supplies & Equipment,FINE NEEDLEASPIRATION OFTHYRO ID GLAND,350000
GSSF000063,General Surgery,General Surgery,HEMITHYRO  IDECTOMY,1200000
GSSF000064,General Surgery,Laboratory Tests,NEEDLEBIOPSY OFTHYRO ID GLAND,250000
GSSF000065,General Surgery,General Surgery,OPERATION ON ABERRANT THYRO ID TISSUE(EXCLUDING RETROSTERNAL),1200000
GSSF000066,General Surgery,Laboratory Tests,PARATHYROID SECOND OPERATION,1350000
GSSF000067,General Surgery,Surgical Procedures,PARATHYROIDECTOMY,1000000
GSSF000068,General Surgery,General Surgery,PARTIAL THYRO IDECTOMY,428400
GSSF000069,General Surgery,General Surgery,THYROPLASTY(ISSHIKITYPE  1),428400
GSSF000070,General Surgery,General Surgery,TOTAL THYRO IDECTOMY,1650000
GSSF000071,General Surgery,Surgical Procedures,BYPASS OFOESOPHAGUS,1500000
GSSF000072,General Surgery,Surgical Procedures,CLOSURE OFBYPASS OFOESOPHAGUS,650000
GSSF000073,General Surgery,Pharmaceuticals,INJECTION SCLEROTHERAPY FOR OESOPHAGEAL VARICES,250000
GSSF000074,General Surgery,Surgical Procedures,LAPROSCOPIC REPAIR OF HIATUS HERNIA,850000
GSSF000075,General Surgery,General Surgery,OESOPHAGOCARDIOMYOTOMY(HELLERS OPERATION),850000
GSSF000076,General Surgery,Surgical Procedures,OESOPHAGOGASTRECTOMY,1650000
GSSF000077,General Surgery,Surgical Procedures,OPEN EXCISION OF LESION OFOESOPHAGUS,1200000
GSSF000078,General Surgery,General Surgery,REVISION OFANTI-REFLUX PROCEDURES,1200000
GSSF000079,General Surgery,General Surgery,REVISION OFOESPHAGEALANASTOMOS IS,1200000
GSSF000080,General Surgery,General Surgery,THORACOSCOPIC OESOPHAGEAL MOBILISATION VIA MEDIASTINUM,1200000
GSSF000081,General Surgery,General Surgery,THORACOSCOPIC  OESOPHAGOGASTRIC  MYOTOMY,1200000
GSSF000082,General Surgery,Surgical Procedures,THORACOSCOPIC REPAIR OFOESOPHAGUS,1200000
GSSF000083,General Surgery,General Surgery,TOTAL OESOPHAGECTOMY AND INTERPOSITION OF INTESTINE,1200000
GSSF000084,General Surgery,General Surgery,TRANSABDOMINALANTIREFLUX   OPERATIONS,1200000
GSSF000085,General Surgery,Surgical Procedures,TRANSABDOMINAL REPAIR OFDIAPHARAGMATIC HERNIA,1200000
GSSF000086,General Surgery,Surgical Procedures,TRANSABDOMINAL REPAIR OF HIATUS HERNIA,1200000
GSSF000087,General Surgery,Surgical Procedures,TRANSTHORACIC REPAIR OFDIAPHRAGMATIC HERNIA,1200000
GSSF000088,General Surgery,Surgical Procedures,TRANSTHORACIC REPAIR OF HAITUS HERNIA,1200000
GSSF000089,General Surgery,Surgical Procedures,TRANSTHORACIC REPAIR OFOESOPHAGUS,1200000
GSSF000090,General Surgery,General Surgery,CLOSURE OFGASTROSTOMY,1200000
GSSF000091,General Surgery,General Surgery,CLOSURE OFPERFORATED ULCER OFSTOMACH,1200000
GSSF000092,General Surgery,General Surgery,GASTRO- JEJUNOSTOMY,1200000
GSSF000093,General Surgery,General Surgery,GASTROSTOMY,1200000
GSSF000094,General Surgery,General Surgery,HIGHLY SELECTIVE VAGOTOMY,1200000
GSSF000095,General Surgery,General Surgery,LAPROSCOPIC CLOSUREOFPERFORATED ULCER OFSTOMACH,1200000
GSSF000096,General Surgery,General Surgery,LAPROSCOPIC   GASTRO-JEJUNOSTOMY,1200000
GSSF000097,General Surgery,General Surgery,LAPROSCOPIC  GASTROSTOMY/JEJUNOSTOMY,1200000
GSSF000098,General Surgery,General Surgery,LAPROSCOPIC VAGOTOMY/SEROMYOTOMY,1200000
GSSF000099,General Surgery,Surgical Procedures,PARTIAL GASTRECTOMY,1200000
GSSF000100,General Surgery,General Surgery,PROXIMAL GASTRIC VAGOTOMY,1200000
GSSF000101,General Surgery,General Surgery,PYLOROMYOTOMY,1200000
GSSF000102,General Surgery,General Surgery,PYLOROPLASTY,1200000
GSSF000103,General Surgery,General Surgery,REVISION OFGASTRO-JEJUNOSTOMY,1200000
GSSF000104,General Surgery,Surgical Procedures,TOTAL GASTROECTOMY EXCISION OFSURROUNDING TISSUE,1200000
GSSF000105,General Surgery,General Surgery,VAGOTOMYAND PYLOROPLASTY,1200000
GSSF000106,General Surgery,Surgical Procedures,BYPASS OFDUODENUM,1200000
GSSF000107,General Surgery,General Surgery,CLOSURE OFPERFORATED ULCER OFDUODENUM,1200000
GSSF000108,General Surgery,General Surgery,LAPROSCOPIC CLOSURE OFPERFORATED ULCER OFDUODENUM,1200000
GSSF000109,General Surgery,Surgical Procedures,OPEN EXCISION OF LESSION OFDUODENUM,1200000
GSSF000110,General Surgery,"ENT (Ear, Nose & Throat)",ATIENTION TO ILECOSTOMY,1200000
GSSF000111,General Surgery,Surgical Procedures,BYPASS OFJEJUNUM,1200000
GSSF000113,General Surgery,General Surgery,CLOSURE OF ILEOSTOMY(IN ISOLATION),1200000
GSSF000114,General Surgery,Surgical Procedures,EXCISION OFJEJUNUM,1200000
GSSF000115,General Surgery,Surgical Procedures,EXCISION OF LESION OFJEJUNUM,1200000
GSSF000116,General Surgery,General Surgery,ILEOANALANASTOMOSISAND CREATION OFPOUCH,1200000
GSSF000117,General Surgery,General Surgery,ILEOSTOMY,1200000
GSSF000118,General Surgery,General Surgery,INTUBATION OFJEJUNUM FOR DECOMPRESSION OF INTESTINE,1200000
GSSF000119,General Surgery,General Surgery,JEJUNOSTOMY,1200000
GSSF000120,General Surgery,Surgical Procedures,LAPROSCOPIC  RESECTION OFSMALL INTESTINE,1200000
GSSF000121,General Surgery,General Surgery,OPEN OPERATION ON ILENUM(INCLUDING REDUCTION OF INTUSSUSCEPTION),1200000
GSSF000122,General Surgery,General Surgery,APPENDICECTOMY,600000
GSSF000123,General Surgery,Surgical Procedures,BYPASS OFCOLON,1200000
GSSF000124,General Surgery,Surgical Procedures,CLOSURE OFCOLOSTOMY-EXTRA PERITONEAL,428400
GSSF000125,General Surgery,Surgical Procedures,CLOSURE  OFCOLOSTOMY-INTRA PERITONEAL,428400
GSSF000126,General Surgery,Surgical Procedures,COLOSTOMY(INCLUDING REVISION),1200000
GSSF000127,General Surgery,General Surgery,DRAINAGE OFABSCESS OFAPPENDIX,850000
GSSF000128,General Surgery,Surgical Procedures,EXCISION OF LEFT HEMICOLON,1200000
GSSF000129,General Surgery,Surgical Procedures,EXCISION OF LESION OFCOLON(TRANSABDOMINAL),1200000
GSSF000130,General Surgery,Surgical Procedures,EXCISION OFSIGMOID COLON,1200000
GSSF000131,General Surgery,Surgical Procedures,EXCISION OFTRANSVERSE COLON,1200000
GSSF000132,General Surgery,Surgical Procedures,EXTENDED EXCISION OFRIGHT HEMICOLON,1200000
GSSF000133,General Surgery,General Surgery,EXTERIORISATION OFCAECUM,1500000
GSSF000134,General Surgery,General Surgery,INTRAABDOMINAL MANIPULATION OFCOLON(INCLUDING REDUCTION OF INTUSSUS...,1200000
GSSF000135,General Surgery,Surgical Procedures,LAPROSCOPIC  APPENDECTOMY,850000
GSSF000136,General Surgery,Surgical Procedures,LAPROSCOPIC COLONIC RESECTION,1500000
GSSF000137,General Surgery,Surgical Procedures,LAPAROSCOPIC  COLOSTOMY,1500000
GSSF000138,General Surgery,Surgical Procedures,OTHER EXCISION OFRIGHT HEMICOLON,1200000
GSSF000139,General Surgery,Pharmaceuticals,RADIOLOGICAL REDUCTION OF INTUSSUSCEPTION OFCOLON USING BARIUM,673000
GSSF000140,General Surgery,Surgical Procedures,TOTAL EXCISION OFCOLONAND ILEORECTALANASTOMOSIS,1500000
GSSF000141,General Surgery,Surgical Procedures,ABDOMINOPERINEAL PULL THROUGH RESECTIONWITH COLO-ANALANASTOMOSIS ..,1500000
GSSF000142,General Surgery,Surgical Procedures,ABDOMINOPERINEAL RESECTION OFRECTUMANDANUS,1500000
GSSF000143,General Surgery,Endoscopy & Minimal Invasive,ANORECTAL STRETCH (INCLUDING EUAAND SIGMOIDOSCOPY),650000
GSSF000144,General Surgery,Surgical Procedures,ANTERIOR RESECTION,850000
GSSF000145,General Surgery,Surgical Procedures,ANTERIOR RESECTION OFRECTUMAND END COLOSTOMY(WITH CLOSURE OFREC...,1500000
GSSF000146,General Surgery,General Surgery,BANDING OF HAEMORRHOIDS,673000
GSSF000147,General Surgery,Surgical Procedures,EXCISION/DESTRUCTION OF LESION OFANUS,750000
GSSF000148,General Surgery,General Surgery,DILATION OFSTRICTURE OFRECTUM,450000
GSSF000149,General Surgery,General Surgery,DRAINAGE THROUGH PERINEAL REGION(INCLUDING ISCHIO-RECTALABSCESS),350000
GSSF000150,General Surgery,Surgical Procedures,EXCISION OFANAL FISSURE,650000
GSSF000151,General Surgery,Surgical Procedures,EXCISION OF LESION OFANUS,750000
GSSF000152,General Surgery,Surgical Procedures,EXCISION OFPILONIDAL SINUSAND  SUTURE/SKIN GRAFT,650000
GSSF000153,General Surgery,Orthopaedics,FIXATION OFRECTUM FOR PROLAPSE,450000
GSSF000154,General Surgery,Laboratory Tests,FULL OR PARTIAL THICKNESS RECTAL BIOPSY,244800
GSSF000155,General Surgery,General Surgery,HAEMORRHOIDECTOMY,450000
GSSF000156,General Surgery,Pharmaceuticals,INJECTION OFSCLEROSING SUBSTANCE INTO HAEMORROIDS,360000
GSSF000158,General Surgery,Surgical Procedures,LAPAROSCOPICANTERIOR RESECTION OFRECTUMAND EXTERIORISATION OF BOW...,650000
GSSF000159,General Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC RECTOPEXY,850000
GSSF000160,General Surgery,General Surgery,LATERAL SPHINCTEROTOMY  OFANUS,450000
GSSF000161,General Surgery,General Surgery,LAYING OPEN OFHIGHANAL FISTULA,450000
GSSF000162,General Surgery,General Surgery,LAYING OPEN OF LOWANAL FISTULA,400000
GSSF000163,General Surgery,"ENT (Ear, Nose & Throat)",LAYING OPEN PILONIDAL SINUS,400000
GSSF000164,General Surgery,Surgical Procedures,OPEN EXCISION OF LESION OFRECTUM,1200000
GSSF000165,General Surgery,General Surgery,PANPROCTOCOLECTOMYAND  ILEOSTOMY,1500000
GSSF000166,General Surgery,Surgical Procedures,PARTIAL EXCISION OFRECTUMAND SIGMOID COLON FOR PROLAPSE,1200000
GSSF000167,General Surgery,Surgical Procedures,PERANAL EXCISION OF LESION OFRECTUM,650000
GSSF000168,General Surgery,Surgical Procedures,PERINEAL REPAIR OFPROLAPSE OFRECTUM,850000
GSSF000169,General Surgery,Surgical Procedures,REPAIR OFANAL SPHINCTER,650000
GSSF000170,General Surgery,Surgical Procedures,REPAIR OFANAL TRAUMA,350000
GSSF000171,General Surgery,Surgical Procedures,REPAIR OF FAECAL FISTULA,1200000
GSSF000172,General Surgery,General Surgery,REVERSAL OF HARTMANNS PROCEDURE,850000
GSSF000173,General Surgery,Laboratory Tests,RIGID SIGMOIDOSCOPY INCLUDING BIOPSY,673000
GSSF000174,General Surgery,Surgical Procedures,TOTAL MESORECTAL EXCISION FOR RECTAL CARCINOMA,1200000
GSSF000175,General Surgery,Surgical Procedures,TRANSANAL RESECTION OFRECTAL CANCER,1500000
GSSF000176,General Surgery,Urology,ADRENALECTOMY,850000
GSSF000177,General Surgery,Urology,ADRENALECTOMY-BILATERAL,1500000
GSSF000178,General Surgery,General Surgery,ANASTOMOSIS OFCOMMON BILE DUCT,450000
GSSF000179,General Surgery,Urology,ANASTOMOSIS OFGALL BLADDER(TOANOTHERVISCUS),450000
GSSF000180,General Surgery,General Surgery,ANASTOMOSIS OFHEPATIC DUCT,450000
GSSF000181,General Surgery,General Surgery,ANSTOMOSIS OF PANCREATIC DUCT(TO OTHERVISCUS),450000
GSSF000182,General Surgery,Surgical Procedures,CHOLECYSTECTOMY(INCLUDING  MINI- CHOLECYSTECTOMY),650000
GSSF000183,General Surgery,Surgical Procedures,CHOLECYSTECTOMY WITH EXPLORATION OFCOMMON BILE DUCT,650000
GSSF000184,General Surgery,Laboratory Tests,DIAGNOSTIC LAPROSCOPIC EXAMINATION OFLIVER(INCLUDINGANY BIOPSY),450000
GSSF000185,General Surgery,General Surgery,DISTAL PANCREATECTOMY,650000
GSSF000186,General Surgery,General Surgery,DRAINAGE OF PANCREATIC ABSCESS,428400
GSSF000187,General Surgery,Surgical Procedures,EXCISION OF LESION OFBILE DUCT,428400
GSSF000188,General Surgery,Surgical Procedures,EXCISION OF LESION OF PANCREAS,428400
GSSF000189,General Surgery,Surgical Procedures,HEMIHEPATECTOMY,428400
GSSF000190,General Surgery,General Surgery,INCISION OFBILE DUCT(INCLUDING EXPLORATION FOR CALCULUS REMOVAL),428400
GSSF000191,General Surgery,General Surgery,INCISION OF PANCREAS,428400
GSSF000192,General Surgery,Surgical Procedures,LAPAROSCOPIC   CHOLECYSTECTOMY,850000
GSSF000193,General Surgery,Surgical Procedures,LAPROSCOPIC CHOLECYSTECTOMY WITH PEROPERATIVE CHOLANGIOGRAM,850000
GSSF000194,General Surgery,Surgical Procedures,LAPROSCOPIC SPLENECTOMY,1200000
GSSF000195,General Surgery,General Surgery,OPEN DRAINAGE OF LESION OF PANCREAS,850000
GSSF000196,General Surgery,General Surgery,OPEN DRAINAGE OF LIVER,850000
GSSF000197,General Surgery,General Surgery,OPEN EXAMINATION OF PANCREAS,650000
GSSF000198,General Surgery,General Surgery,OPEN INTRODUCTION OFPROSTHESIS INTO BILE DUCT,950000
GSSF000199,General Surgery,General Surgery,OPEN PUNCTURE OFLIVER,428400
GSSF000200,General Surgery,General Surgery,OPEN SPLENCTOMY,1200000
GSSF000201,General Surgery,Urology,OPERATION ONABERRANTADRENAL TISSUE,1200000
GSSF000202,General Surgery,Surgical Procedures,PANCREATODUODENCTOMYAND EXCISION OFSURROUNDING TISSUE(WHIPPLES P...,1200000
GSSF000203,General Surgery,Surgical Procedures,PARTIAL EXCISION OFBILE DUCTANDANASTOMOSIS OFBILE DUCT TO DUODENUM/...,1200000
GSSF000204,General Surgery,Surgical Procedures,PARTIAL EXCISION OFLIVER,1200000
GSSF000205,General Surgery,Laboratory Tests,PERCUTANEOUS BIOPSY OF LESION OFLIVER,428400
GSSF000206,General Surgery,General Surgery,PERCUTANEOUS EXAMINATION OFBILE DUCT,85700
GSSF000207,General Surgery,General Surgery,REMOVAL OFLIVER TUMOUR,1200000
GSSF000208,General Surgery,Surgical Procedures,REPAIR OFBILE DUCT,1200000
GSSF000209,General Surgery,Surgical Procedures,REPAIR OFLIVER,1200000
GSSF000210,General Surgery,General Surgery,SPHINCTERTOMY OFBILE DUCTAND PANCREATIC DUCT USING DUODENAL,1200000
GSSF000211,General Surgery,General Surgery,THERAPEUTIC LAPROSCOPIC OPERATION ON LIVER,1200000
GSSF000212,General Surgery,General Surgery,THERAPEUTIC PERCUTANEOUS OPERATION ON PANCREAS,1200000
GSSF000213,General Surgery,General Surgery,TOTAL PANCREATECTOMY,1500000
GSSF000214,General Surgery,Surgical Procedures,TOTAL PANCREATECTOMYAND EXCISION OFSURROUNDING TISSUE,1650000
GSSF000215,General Surgery,General Surgery,CREATION OFPORTOCAVAL SHUNT,1200000
GSSF000216,General Surgery,Medical Supplies & Equipment,OPEN CANNULATION OF INTRAABDOMINALARTERY FOR INFUSION CHEMOTHERAPY,1200000
GSSF000217,General Surgery,General Surgery,APPLICATION OFVENA CAVA,1200000
GSSF000218,General Surgery,Surgical Procedures,REPAIR OFWOUND OF MAJORARTERY OR VEIN OFABDOMEN(INCLUDINGAROTAAN...,1500000
GSSF000219,General Surgery,Surgical Procedures,LAPROSCOPIC REPAIR OF GROIN HERNIA,1550000
GSSF000220,General Surgery,Surgical Procedures,PRIMARY REPAIR OF FEMORAL HERNIA,850000
GSSF000221,General Surgery,Surgical Procedures,PRIAMRY REPAIR OF INCISIONAL HERNIA,850000
GSSF000222,General Surgery,Surgical Procedures,PRIMARY REPAIR OF INGUINAL HERNIA,850000
GSSF000223,General Surgery,Surgical Procedures,PRIMARY REPAIR OF INGUINAL HERNIA-BILATERAL,850000
GSSF000224,General Surgery,Surgical Procedures,PRIMARY REPAIR OF STRANGULATED FEMORAL HERNIA,1250000
GSSF000225,General Surgery,Surgical Procedures,PRIMARY REPAIR OF STANGULATED INGUINAL HERNIA,1250000
GSSF000226,General Surgery,Surgical Procedures,REPAIR OF CONGENITAL DIAPHRAGMATIC HERNIA,1250000
GSSF000227,General Surgery,Surgical Procedures,REPAIR OF OTHER HERNIA OFABDOMINALWALL,850000
GSSF000228,General Surgery,Surgical Procedures,REPAIR OF RECURRENT FEMORAL HERNIA,950000
GSSF000229,General Surgery,Surgical Procedures,REPAIR OF RECURRENT INCISIONAL HERNIA,950000
GSSF000230,General Surgery,Surgical Procedures,REPAIR OF RECURRENT INGUINAL HERNIA,950000
GSSF000231,General Surgery,Surgical Procedures,REPAIR OF RECURRENT INGUINAL HERNIA-BILATERAL,1250000
GSSF000232,General Surgery,Surgical Procedures,REPAIR OF UMBLICALHERNIA(IRRESPECTIVE OFAGE),850000
GSSF000233,General Surgery,Medical Supplies & Equipment,RESUTUREOF PREVIOUS  INCISION INABDOMINALWALL(BURSTABDOMEN),650000
GSSF000234,General Surgery,Surgical Procedures,SIMPLE EXCISION OF INGUINAL HERNIAL SAC,450000
GSSF000235,General Surgery,Surgical Procedures,SIMPLE EXCISION OF INGUINAL HERNIAL SAC-BILATERAL,500000
GSSF000236,General Surgery,Surgical Procedures,EXPLORATORY LAPAROTOMY(IN ISOLATION),1200000
GSSF000237,General Surgery,General Surgery,FREEING OFADHESIONS OFPERITONEUM,1200000
GSSF000238,General Surgery,Laboratory Tests,LAPAROSCOPY INCLUDING BIOPSYANDADHESIOLYSIS,850000
GSSF000239,General Surgery,Surgical Procedures,LAPAROTOMYAND REPAIR OFMULTIPLEVISCERAL TRAUMA,1200000
GSSF000240,General Surgery,General Surgery,LAPARATOMY FOR POSTOPERATIVE HAEMORRHAGE,1200000
GSSF000241,General Surgery,General Surgery,OPEN DRAINAGE OFSUBPHRENICABSCESS,1200000
GSSF000242,General Surgery,"ENT (Ear, Nose & Throat)",OPERATIONS ON OMENTUM,850000
GSSF000243,General Surgery,"ENT (Ear, Nose & Throat)",PARACENTESISABDOMINIS  FORASCITES,850000
GSSF000244,General Surgery,General Surgery,PRESACRAL TUMOUR,1500000
GSSF000245,General Surgery,General Surgery,RETROPERITONEALABSCESS,1500000
GSSF000246,General Surgery,General Surgery,RETROPERITONEAL TUMOUR,1800000
GSSF000247,General Surgery,Obstetrics & Gynaecology,SUPRAPUBIC DRAINAGE OFPELVICABSCESS,650000
GSSF000248,General Surgery,Laboratory Tests,DIAGNOSTIC OESOPHAGO GASTRO-DUODENOSCOPY INCLUDING BIOPSY,183600
GSSF000249,General Surgery,General Surgery,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP),150000
GSSF000250,General Surgery,Endoscopy & Minimal Invasive,ENDOSCOPYAND EXAMINATION OF ILEUM THROUGH STOMA(INCLUDING DILATATION),244800
