Service Code,Department,Category,Service Name,Service Rate
ORSF000052,Orthopaedic Surgery,Pharmaceuticals,DISTAL RADIUS FRACTURE OR IF COMPLEX,244800
ORSF000053,Orthopaedic Surgery,Surgical Procedures,EXCISION OF DISTAL ULNA,244800
ORSF000054,Orthopaedic Surgery,Orthopaedic Surgery,EXCISSION OF SUPER NUMERARY DIGIT,183600
ORSF000055,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF FOOT THROUGH ANKLE/MID TARSAL AMPUTATION/MT,183600
ORSF000056,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF GREAT TOE/LASSER TOES,244800
ORSF000057,Orthopaedic Surgery,Surgical Procedures,EXCISION OF CALCANEAL SPUR,183600
ORSF000058,Orthopaedic Surgery,Orthopaedic Surgery,FUSION OF INTER PHALANGEAL JOINT OF TOE,183600
ORSF000059,Orthopaedic Surgery,Orthopaedic Surgery,FUSION OF METATARSO- PHALANGEAL JOINT OF TOE,244800
ORSF000060,Orthopaedic Surgery,Surgical Procedures,HALLUX VALGUS OP W METATARSAL OSTEOTOMY,244800
ORSF000061,Orthopaedic Surgery,Orthopaedic Surgery,HALLUX VALGUS OP W METATARSAL OSTE OTO MY/BI LATERAL,306000
ORSF000062,Orthopaedic Surgery,Orthopaedic Surgery,PLANTAR FASCIECTOMY,367200
ORSF000063,Orthopaedic Surgery,Orthopaedic Surgery,SOFT TISSUE CORRECTION - JOINT OF TOE,400000
ORSF000064,Orthopaedic Surgery,Orthopaedic Surgery,TRIPLE FUSION OF JOINTS OF HIND FOOT,183600
ORSF000065,Orthopaedic Surgery,Surgical Procedures,TOTAL EXCISION OF SESAMOID BONE,306000
ORSF000066,Orthopaedic Surgery,Orthopaedic Surgery,CORRECTION OF CONGENITAL DEFORMITY OF FOOT(UNILATERAL),183600
ORSF000067,Orthopaedic Surgery,Orthopaedic Surgery,CORRECTION OF CONGENITAL DEFORMITY OF FOOT(BILATERAL),306000
ORSF000068,Orthopaedic Surgery,Orthopaedics,ARTHROPLASTY-INCLUDING KELLERS /UNILATERAL,367200
ORSF000069,Orthopaedic Surgery,Orthopaedics,ARTHROPLASTY-INCLUDING KELLERS /BILATERAL,244800
ORSF000070,Orthopaedic Surgery,Orthopaedic Surgery,METATARSO-PHALANGEAL CHEILECTOMY,244800
ORSF000071,Orthopaedic Surgery,Orthopaedic Surgery,MULTIPLE JOINT PROCEDURES ON FORE FOOT-UNILATERAL,183600
ORSF000072,Orthopaedic Surgery,Orthopaedic Surgery,MULTIPLE JOINT PROCEDURES ON FORE FOOT-BILATERAL,244800
ORSF000073,Orthopaedic Surgery,Surgical Procedures,OSTEOTOMY FOR PES-CAVUS,306000
ORSF000074,Orthopaedic Surgery,Surgical Procedures,CALCANEAL OSTEOTOMY,306000
ORSF000075,Orthopaedic Surgery,Orthopaedic Surgery,MODIFIED ZONES FOR CLAW TOE,244800
ORSF000076,Orthopaedic Surgery,Orthopaedic Surgery,PLANTAR FACIOTOMY,244800
ORSF000077,Orthopaedic Surgery,Orthopaedics,CLOSED REDUCTION & EXTERNAL FIXATION OF PHALANX,183600
ORSF000078,Orthopaedic Surgery,Orthopaedic Surgery,RELEASE OF TRIGGER FINGER,183600
ORSF000079,Orthopaedic Surgery,Orthopaedic Surgery,CTEV MUAAND POP,122400
ORSF000080,Orthopaedic Surgery,Orthopaedics,CTEV BY EXTERNAL FIXATOR,122400
ORSF000081,Orthopaedic Surgery,Orthopaedic Surgery,CTEV POSTERIO MEDIAL RELEASE,244800
ORSF000082,Orthopaedic Surgery,Orthopaedics,APPLICATION OF EXT FIXATION TO BONE (WITHOUT DIBRIDEMENT),306000
ORSF000083,Orthopaedic Surgery,Orthopaedics,APPLICATION OF SKELETAL TRACTION TO BONE,183600
ORSF000084,Orthopaedic Surgery,Surgical Procedures,ARTHROTOMY OF LARGE JOINT,91800
ORSF000085,Orthopaedic Surgery,Surgical Procedures,ARTHROTOMY OF SMALL JOINT,306000
ORSF000086,Orthopaedic Surgery,Surgical Procedures,BONE GRAFTING,244800
ORSF000087,Orthopaedic Surgery,Orthopaedics,DIAGNOSTIC ARTHROSCOPY - SHOULDER / KNEE,367200
ORSF000088,Orthopaedic Surgery,Surgical Procedures,EXCISION OF BONE LESION,244800
ORSF000089,Orthopaedic Surgery,Surgical Procedures,EXCISION OF BURSAE,244800
ORSF000090,Orthopaedic Surgery,Surgical Procedures,EXCISION OF TENDON LESION,183600
ORSF000091,Orthopaedic Surgery,Orthopaedics,FIXATION OF EPIPHYSIS,420000
ORSF000092,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",LARGE WOUND MANAGEMENT,244800
ORSF000093,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",SMALL WOUND MANAGEMENT,500000
ORSF000094,Orthopaedic Surgery,Orthopaedic Surgery,MANIPULATION OF LARGE JOINT,61200
ORSF000095,Orthopaedic Surgery,Orthopaedic Surgery,MANIPULATION OF SMALL JOINT,61200
ORSF000096,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",NERVE DECOMPRESSION FOR PERIPHERAL ENTRAPMENT NEUROPATHIES,42900
ORSF000097,Orthopaedic Surgery,Orthopaedic Surgery,RELEASE OF CONTRACTURE OF JOINT,244800
ORSF000098,Orthopaedic Surgery,Orthopaedic Surgery,RELEASE OF FASCIA,244800
ORSF000099,Orthopaedic Surgery,Orthopaedics,REMOVAL OF EXTERNAL FIXATION FROM BONE,400000
ORSF000100,Orthopaedic Surgery,Orthopaedic Surgery,REMOVAL OF INTERNAL FIXATOR/PROSTHESIS,400000
ORSF000101,Orthopaedic Surgery,Orthopaedic Surgery,"REMOVAL OF LOOSE BODY FROM JOINT, OPEN",800000
ORSF000102,Orthopaedic Surgery,Orthopaedics,REMOVAL OF WIRE FROM BONE,244800
ORSF000103,Orthopaedic Surgery,Surgical Procedures,RESECTION OF BENIGN BONE TUMOUR. MARGINAL,91800
ORSF000104,Orthopaedic Surgery,Surgical Procedures,STABILISING OF JOINT/ REPAIR OF JOINT LIGAMENTS (OPEN)- SHOULDER / KNEE,122400
ORSF000105,Orthopaedic Surgery,Surgical Procedures,EXCISION OF GANGLION,244800
ORSF000106,Orthopaedic Surgery,Surgical Procedures,SKIN GRAFT,250000
ORSF000107,Orthopaedic Surgery,Orthopaedic Surgery,LENGTHENING OF TENDON(S),306000
ORSF000108,Orthopaedic Surgery,Orthopaedic Surgery,TENOTOMY,428400
ORSF000109,Orthopaedic Surgery,Laboratory Tests,OPEN BIOPSY OF MUSCLE,250000
ORSF000110,Orthopaedic Surgery,Laboratory Tests,PERCUTANEOUS BIOPSY/TENOTOMY,150000
ORSF000111,Orthopaedic Surgery,Orthopaedic Surgery,DRAINAGE OFABCESS - SMALL,150000
ORSF000112,Orthopaedic Surgery,Orthopaedic Surgery,DRAINAGE OF ABCESS -LARGE,120000
ORSF000114,Orthopaedic Surgery,Laboratory Tests,OPEN BONE BIOPSY,25000
ORSF000115,Orthopaedic Surgery,Laboratory Tests,TREPHINE BIOPSY OF BONE MARROW,150000
ORSF000116,Orthopaedic Surgery,Surgical Procedures,GRAFTING OF BONE MARROW,61200
ORSF000117,Orthopaedic Surgery,Orthopaedic Surgery,REMOVAL OF INGROWING TOE NAIL,400000
ORSF000118,Orthopaedic Surgery,Anaesthesia,SURGICAL TIOLET TO WOUND UNDER GENERAL ANAESTHETIC,42900
ORSF000119,Orthopaedic Surgery,Laboratory Tests,BIOPSY OF PHERIPHERAL NERVE,61200
ORSF000120,Orthopaedic Surgery,Anaesthesia,EXAMINATION OF JOINT UNDER ANAESTHESIA,61200
ORSF000121,Orthopaedic Surgery,Pharmaceuticals,SYNOVIAL BIOPSY,42900
ORSF000122,Orthopaedic Surgery,Orthopaedics,BIOLOGICAL PLATING OF LONG BONE,122400
ORSF000123,Orthopaedic Surgery,Orthopaedic Surgery,CORRECTION OF DEFORMITIES - LOWER LIMB,306000
ORSF000124,Orthopaedic Surgery,Orthopaedic Surgery,CORRECTION OF DEFORMITIES - UPPER LIMB,367200
ORSF000125,Orthopaedic Surgery,Orthopaedic Surgery,INTERLOCK NAILING,367200
ORSF000126,Orthopaedic Surgery,Orthopaedics,OR OF IARTICULAR FRACTURE OF LONG BONE. PRIMARY(INTERNAL FIXATION),306000
ORSF000127,Orthopaedic Surgery,Orthopaedics,OR OF IARTICULAR FRACTURE OF LONG BONE. PRIM.ARY(EXTERN.AL FIXATION),700000
ORSF000128,Orthopaedic Surgery,Orthopaedics,"OR OF IARTICULAR FRACTURE, SECONDARY",700000
ORSF000129,Orthopaedic Surgery,Orthopaedics,OR EF OF FRACTURE OF LONG BONE. PRIMARY,700000
ORSF000130,Orthopaedic Surgery,Orthopaedics,"OR IF OF FRACTURE OF LONG BONE, PRIMARY",700000
ORSF000131,Orthopaedic Surgery,Orthopaedics,"OR IF OF FRACTURE USING PLATE/SCREW, PRIMARY",700000
ORSF000132,Orthopaedic Surgery,Orthopaedics,OR IF OF FRACTURE USING WIRE. PRIMARY,700000
ORSF000133,Orthopaedic Surgery,Orthopaedics,OR IF OF FRACTURE. SECONDARY,700000
ORSF000134,Orthopaedic Surgery,Orthopaedic Surgery,PRIMARY OPEN REDUCTION OF TRAUMATIC DISLOCATION OF LARGE JOINT,700000
ORSF000135,Orthopaedic Surgery,Orthopaedic Surgery,SECONDARY OPEN REDUCTION OF TRAUMATI DISLOCATION OF LARGE JOINT,700000
ORSF000136,Orthopaedic Surgery,Orthopaedic Surgery,APPLICATION OF ILIZAROV FRAME RINGS FOR SECONDARY UNION/MAL UNION - LOW...,367200
ORSF000137,Orthopaedic Surgery,Orthopaedic Surgery,APPLICATION OF ILIZAROV FRAME RINGS FOR SECONDARY UNION/MAL UNION - UPP...,367200
ORSF000138,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",ADJUSTMENT TO ILIZAROV FRAME RINGS FOR SECONDARY UNION/MAL UNION,367200
ORSF000139,Orthopaedic Surgery,Orthopaedic Surgery,"APPLICATION OF PLASTER JACKETHIP,SPICA POST OPERATIVE",61200
ORSF000140,Orthopaedic Surgery,Orthopaedics,APPLICATION OF FUNCTIONAL CAST BRACE POST OPERATIVE,122400
ORSF000141,Orthopaedic Surgery,Orthopaedic Surgery,APPLICATION OF SLAB - POST OPERATIVE,61200
ORSF000142,Orthopaedic Surgery,Surgical Procedures,EXCISION ARTHROPLASTY OF JOINT,42900
ORSF000143,Orthopaedic Surgery,Orthopaedic Surgery,"CLOSED REDUCTION OF DISLOCATION, PRIMARY - FOOT & HAND",244800
ORSF000144,Orthopaedic Surgery,Surgical Procedures,CURETTAGE AND BONE GRAFT FOR BONE LESS ION LARGE,122400
ORSF000145,Orthopaedic Surgery,Surgical Procedures,CURETTAGE AND BONE GRAFT FOR BONE LESS ION SMALL,244800
ORSF000146,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF LEG THROUGH KNEE,244800
ORSF000147,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",KNEE REPLACEMENT ( BILATERAL ),3000000
ORSF000148,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",KNEE REPLACEMENT ( SINGLE ),5000000
ORSF000149,Orthopaedic Surgery,Surgical Procedures,OSTEOTOMY OF HIGH TIBIA,3000000
ORSF000150,Orthopaedic Surgery,Orthopaedic Surgery,PATELLECTOMY,367200
ORSF000151,Orthopaedic Surgery,Orthopaedic Surgery,ARTHROSCOPIC MENISCECTOMY,1500000
ORSF000152,Orthopaedic Surgery,Surgical Procedures,ARTHROSCOPIC MENISCAL REPAIR,1000000
ORSF000153,Orthopaedic Surgery,Orthopaedic Surgery,OPEN MENISCECTOMY,1000000
ORSF000154,Orthopaedic Surgery,Surgical Procedures,OPEN MENISCAL REPAIR,800000
ORSF000155,Orthopaedic Surgery,Orthopaedic Surgery,STABILISATION OF PATELLA,306000
ORSF000156,Orthopaedic Surgery,Orthopaedic Surgery,LATERAL RELEASE AND MEDIAL PLICATION FOR MALTRACKING PATELLA,367200
ORSF000157,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION OF TOTAL REPLACEMENT OF KNEE JOINT / COMPLEX PRIMARY - UNILATER...,244800
ORSF000158,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION OF TOTAL REPLACEMENT OF KNEE JOINT / COMPLEX PRIMARY - BILATERAL,1284800
ORSF000159,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",UNICOMPARTMENTAL KNEE REPLACEMENT,1713000
ORSF000160,Orthopaedic Surgery,Orthopaedic Surgery,SYNOVECTOMY OF KNEE JOINT - ARTHROSCOPIC,856600
ORSF000161,Orthopaedic Surgery,Orthopaedic Surgery,SYNOVECTOMY OF KNEE JOINT - OPEN,306000
ORSF000162,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC RECONSTRUCTION OF KNEE SIMPLE,306000
ORSF000163,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC RECONSTRUCTION OF KNEE COMPLEX,800000
ORSF000164,Orthopaedic Surgery,Orthopaedics,FRACTURE PATELLA OR IF,800000
ORSF000165,Orthopaedic Surgery,Orthopaedic Surgery,ARTHROSCOPIC ACL RECONSTRUCTION,800000
ORSF000166,Orthopaedic Surgery,Orthopaedic Surgery,OPEN ACL RECONSTRUCTION,800000
ORSF000167,Orthopaedic Surgery,Orthopaedic Surgery,ARTHROSCOPIC PCL RECONSTRUCTION,800000
ORSF000168,Orthopaedic Surgery,Orthopaedics,HOFFAS FRACTURE OR IF,800000
ORSF000169,Orthopaedic Surgery,Orthopaedic Surgery,ARTHROSCOPIC REMOVAL OF FOREIGN BODY,800000
ORSF000170,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",ARTHROSCOPIC DEBRIDMENTAND WASH OUT,800000
ORSF000171,Orthopaedic Surgery,Surgical Procedures,REPAIR OF PATELLAR TENDON,800000
ORSF000172,Orthopaedic Surgery,Orthopaedic Surgery,RECONSTRUCTION OF PETTLAR TENDON,800000
ORSF000173,Orthopaedic Surgery,Pharmaceuticals,ASPIRATION OF FLUID AND INJECTION OF STEROID/ARTIFICIAL SYNOVIAL FLUID,800000
ORSF000174,Orthopaedic Surgery,Surgical Procedures,ARTHROTOMY OF SHOULDER,122400
ORSF000175,Orthopaedic Surgery,Surgical Procedures,ARTHROTOMY OF SHOULDER+REMOVAL OF CALCIFIC MATERIAL+BIOPSY,306000
ORSF000176,Orthopaedic Surgery,Intensive Care,RECONSTRUCTION OF ACROMIOCLAVICULAR JOINT,244800
ORSF000177,Orthopaedic Surgery,Surgical Procedures,OPEN ROTATOR CUFF REPAIR (SMALL),306000
ORSF000178,Orthopaedic Surgery,Surgical Procedures,OPEN ROTATOR CUFF REPAIR (LARGE),244800
ORSF000179,Orthopaedic Surgery,Orthopaedic Surgery,SHOULDER ARTHROSCOPIC(THERAPUTIC),306000
ORSF000180,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",PRIMARY TOTAL SHOULDER REPLACMENT,367200
ORSF000181,Orthopaedic Surgery,Surgical Procedures,ARTHROSCOPIC ROTATOR CUFF REPAIR (SMALL),1284800
ORSF000182,Orthopaedic Surgery,Surgical Procedures,ARTHROSCOPIC ROTATOR CUFF REPAIR (LARGE),306000
ORSF000183,Orthopaedic Surgery,Surgical Procedures,PLATING AND/OR BONE GRAFTING FOR NON-UNION OF CLAVICLE,367200
ORSF000184,Orthopaedic Surgery,Orthopaedics,REVISION SHOULDER HEMIARTHROPLASTY,460000
ORSF000185,Orthopaedic Surgery,Orthopaedic Surgery,OPEN STABILIZATION OF SHOULDER JOINT,489500
ORSF000186,Orthopaedic Surgery,Orthopaedic Surgery,SUBACROMIAL DECOMPRESSION - OPEN,306000
ORSF000187,Orthopaedic Surgery,Orthopaedic Surgery,SUBACROMIAL DECOMPRESSION - ARTHROSCOPIC,950000
ORSF000188,Orthopaedic Surgery,Orthopaedic Surgery,STABILISATION OF SHOULDER JOINT FOR MULTI-DIRECTIONAL INSTABILITY - OPEN,367200
ORSF000189,Orthopaedic Surgery,Orthopaedic Surgery,STABILISATION OF SHOULDER JOINT FOR MULTI-DIRECTIONAL INSTABILITY - ARTHRO...,306000
ORSF000190,Orthopaedic Surgery,Orthopaedic Surgery,SHOULDER HAMIARTHOPLASTY,367200
ORSF000191,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION TOTAL PROSTHETIC REPLACEMENT OF SHOULDER,367200
ORSF000192,Orthopaedic Surgery,Orthopaedic Surgery,CLOSED REDUCTION OF SHOULDER JOINT DISLOCATION,1713000
ORSF000193,Orthopaedic Surgery,Orthopaedic Surgery,OPEN REDUCTION OF SHOULDER JOINT DISLOCATION,400000
ORSF000194,Orthopaedic Surgery,Surgical Procedures,SHOULDER DISARTICULATION/FOREQUARTER AMPUTATION,650000
ORSF000195,Orthopaedic Surgery,Surgical Procedures,EXCISION OF LATERAL END CLAVICLE,367200
ORSF000196,Orthopaedic Surgery,Surgical Procedures,FLEXOR OF HAND. PRIMARY REPAIR,183600
ORSF000197,Orthopaedic Surgery,Surgical Procedures,FLEXOR OF HAND. SECONDARY REPAIR,244800
ORSF000198,Orthopaedic Surgery,Orthopaedic Surgery,NEUCLEOPLASTY ORTHO,367200
ORSF000199,Orthopaedic Surgery,Pharmaceuticals,EPIDURAL INJECTION,428400
ORSF000200,Orthopaedic Surgery,Pharmaceuticals,FACET JOINT INJECTION ONE LEVEL,61200
ORSF000201,Orthopaedic Surgery,Pharmaceuticals,FACET JOINT INJECTION MULTIPLE LEVEL,122400
ORSF000202,Orthopaedic Surgery,Orthopaedics,SKELETAL TRACTION FOR CERVICAL SPINE(SKULL TRACTION),183600
ORSF000203,Orthopaedic Surgery,Surgical Procedures,ANTERIOR EXCISION OF CERVICAL INVERTABAL DISC,61200
ORSF000204,Orthopaedic Surgery,Surgical Procedures,ANTERIOR/POSTERIOR EXCISION OF LUMBER DISC(S)AND POSTERIOR GRAFT/ANTE...,367200
ORSF000205,Orthopaedic Surgery,Orthopaedics,DECOMPRESSION OF CERVICAL SPINE WITH FUSION,950000
ORSF000206,Orthopaedic Surgery,Orthopaedics,DECOMPRESSION OF LUMBAR SPINE WITH FUSION(ANTERIOR),2000000
ORSF000207,Orthopaedic Surgery,Orthopaedics,DECOMPRESSION OF LUMBAR SPINE WITH FUSION(POSTERIOR),3000000
ORSF000208,Orthopaedic Surgery,Orthopaedics,DECOMPRESSION OF THORACO LUMBAR SPINE (TRANS DIAPHRAGMATIC),3000000
ORSF000209,Orthopaedic Surgery,Surgical Procedures,EXCISION OF LUMBAR INTERVERTEBRAL DISC(LAMIN/MICR),1000000
ORSF000210,Orthopaedic Surgery,Orthopaedics,REMOVAL OF CORRECTIONAL INSTRUMENT FROM SPINE,306000
ORSF000211,Orthopaedic Surgery,Orthopaedic Surgery,ESOASABCESS DRAINAGE,244800
ORSF000212,Orthopaedic Surgery,Orthopaedic Surgery,CONGENITAL TORTICOLLIS SOFT TISSUE RELEASE,183600
ORSF000213,Orthopaedic Surgery,Orthopaedic Surgery,ANTERIOR TRANSPOSITION OF ULNAR NERVE,306000
ORSF000214,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION PROSTHETIC REPLACMENT OF ELBOW,306000
ORSF000215,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",PRIMARY TOTAL PROSTHETIC REPLACMENT OF ELBOW,1713000
ORSF000216,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REPLACEMENT OF RADIAL HEAD,1284800
ORSF000217,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC ELBOW RECONSTRUCTION - SIMPLE,244800
ORSF000218,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC ELBOW RECONSTRUCTION - COMPLEX,244800
ORSF000219,Orthopaedic Surgery,Orthopaedic Surgery,TENNIS ELBOW RELEASE,367200
ORSF000220,Orthopaedic Surgery,Pharmaceuticals,TENNIS ELBOW LOCAL INJECTION OF STEROID,244800
ORSF000221,Orthopaedic Surgery,Surgical Procedures,SURGERY FOR MYOSITIS OSSIFICANS,61200
ORSF000222,Orthopaedic Surgery,Orthopaedics,FIXATION OF SUPRACONDYLAR HUMERUS,244800
ORSF000223,Orthopaedic Surgery,Surgical Procedures,FOREARM AMPUTATION/ELBOW DISARTICULATION,244800
ORSF000224,Orthopaedic Surgery,Orthopaedics,ELBOW ARTHROSCOPY- DIAGNOSTIC,244800
ORSF000225,Orthopaedic Surgery,Orthopaedics,ELBOW ARTHROSCOPY- THEREUPETIC,244800
ORSF000226,Orthopaedic Surgery,Orthopaedic Surgery,CLOSED REDUCTION OF DISLOCATED ELBOW,306000
ORSF000227,Orthopaedic Surgery,Orthopaedic Surgery,OPEN REDUCTION DISLOCATED ELBOW,122400
ORSF000228,Orthopaedic Surgery,Surgical Procedures,EXCISION OF ARTHROPLASTY,244800
ORSF000229,Orthopaedic Surgery,Orthopaedics,RADIAL HEAD FIXATION,244800
ORSF000230,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",TOTAL HIP REPALCEMENT (BILATERAL),244800
ORSF000231,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",TOTAL HIP REPALCEMENT (SINGLE),1284800
ORSF000232,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION TOTAL HIP REPLACEMENT - UNILATERAL,856600
ORSF000233,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION TOTAL HIP REPLACEMENT - BILATERAL,1284800
ORSF000234,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",COMPLEX TOTAL PRIMARY HIP REPLACEMENT - UNILATERAL,1713000
ORSF000235,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",COMPLEX TOTAL PRIMARY HIP REPLACEMENT - BILATERAL,1284800
ORSF000236,Orthopaedic Surgery,Orthopaedic Surgery,HIP RESURFACING - UNILATERAL,1713000
ORSF000237,Orthopaedic Surgery,Orthopaedic Surgery,HIP RESURFACING - BILATERAL,1284800
ORSF000238,Orthopaedic Surgery,Orthopaedics,ORIF OF NECK OF FEMUR. PRIMARY+OPEN FIXATION W PIN & PLATE,1713000
ORSF000239,Orthopaedic Surgery,Orthopaedics,HIP HEMIARTHROPLASTY - UNILATERAL,1600000
ORSF000240,Orthopaedic Surgery,Orthopaedics,HIP HEMIARTHROPLASTY - BILATERAL,306000
ORSF000241,Orthopaedic Surgery,Orthopaedics,INTERTROCHANTERIC FRACTURE DHS PLATTING,367200
ORSF000242,Orthopaedic Surgery,Orthopaedics,SUBTROCHANTERIC FRACTURE DCS PLATTING,1200000
ORSF000243,Orthopaedic Surgery,Orthopaedics,SUBTROCHANTERIC FRACTURE INTRAMEDULLARY NAILING,367200
ORSF000244,Orthopaedic Surgery,Orthopaedic Surgery,CLOSED REDUCTION OF DISLOCATED HIP,367200
ORSF000245,Orthopaedic Surgery,Surgical Procedures,SALTERS OSTEOTOMY,400000
ORSF000246,Orthopaedic Surgery,Surgical Procedures,DIAL OSTEOTOMY,428400
ORSF000247,Orthopaedic Surgery,Orthopaedic Surgery,CORE DECOMPRESSION,428400
ORSF000248,Orthopaedic Surgery,Surgical Procedures,DECOMPRESION OF HEAD WITH MUSCLE PEDICLE BONE GRAFT (FORAVN),244800
ORSF000249,Orthopaedic Surgery,Surgical Procedures,HIP DISARTICULATION/HIND QUARTER AMPUTATION,367200
ORSF000250,Orthopaedic Surgery,Surgical Procedures,EXCISION OF MYOSITIS OSSIFICANS,367200
ORSF000251,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF LEG ABOVE KNEE,244800
ORSF000252,Orthopaedic Surgery,Food & Dietary Services,QUADRICEPS PLASTY,244800
ORSF000253,Orthopaedic Surgery,Surgical Procedures,AMPUTATION OF LEG BELOW KNEE,244800
ORSF000254,Orthopaedic Surgery,Surgical Procedures,SURGERY FOR PSEUDOARTHROSIS TIBIA,244800
ORSF000255,Orthopaedic Surgery,Orthopaedic Surgery,TIBIA PLATING,306000
ORSF000256,Orthopaedic Surgery,Orthopaedic Surgery,SAUCERIZATION FOR OSTEOMYELITIS,1500000
ORSF000257,Orthopaedic Surgery,Surgical Procedures,TIBIA PRO FUBILA GRAFTING,244800
ORSF000258,Orthopaedic Surgery,Surgical Procedures,EXCISION OF EXOSTOSIS,306000
ORSF000259,Orthopaedic Surgery,Surgical Procedures,EXCISION PROXIMAL END FIBULA,244800
ORSF000260,Orthopaedic Surgery,Orthopaedics,FRACTURE HUMERUS PLATING,600000
ORSF000261,Orthopaedic Surgery,Orthopaedics,FRACTURE HUMERUS INTERLOCK NAILING,600000
ORSF000262,Orthopaedic Surgery,Surgical Procedures,ABOVE ELBOW AMPUTATION,600000
ORSF000263,Orthopaedic Surgery,Pharmaceuticals,FRACTURE RADIUS OR IF,244800
ORSF000264,Orthopaedic Surgery,Orthopaedics,FRACTURE ULNA OR IF (MONTEGIA),750000
ORSF000265,Orthopaedic Surgery,Pharmaceuticals,FRACTURE RADIUS AND ULNA OR IF,750000
ORSF000266,Orthopaedic Surgery,Orthopaedic Surgery,MUSCLE SLIDE FOR VOLKMANNS CONTRACTURE,1500000
ORSF000267,Orthopaedic Surgery,Orthopaedics,GALLE.AZI FRACTURE OR IF,244800
ORSF000268,Orthopaedic Surgery,Surgical Procedures,"REPAIR OF ACHILLES TENDON, PRIMARY",244800
ORSF000269,Orthopaedic Surgery,Surgical Procedures,"REPAIR OF ACHILLES TENDON, SECONDARY",500000
ORSF000270,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",TOTAL PROSTHETIC REPLACEMENT OF ANKLE JOINT,600000
ORSF000271,Orthopaedic Surgery,"ENT (Ear, Nose & Throat)",REVISION OF TOTAL PROSTHETIC REPLACMENT OF ANKLE JOINT,1284800
ORSF000272,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC RECONSTRUCTION OF ANKLE JOINT SIMPLE,1713000
ORSF000273,Orthopaedic Surgery,Orthopaedic Surgery,TRAUMATIC RECONSTRUCTION OF ANKLE JOINT COMPLEX,306000
ORSF000274,Orthopaedic Surgery,Orthopaedics,PILON FRACTURE,367200
ORSF000275,Orthopaedic Surgery,Orthopaedics,ANKLE ARTHRODESIS,367200
ORSF000276,Orthopaedic Surgery,Orthopaedics,FRACTURE NECK TALUS OR IF,367200
ORSF000277,Orthopaedic Surgery,Pharmaceuticals,FRACTURE CALCANIUM BONE GRAFT AND OR IF,306000
ORSF000278,Orthopaedic Surgery,Surgical Procedures,RETROCALCANEAL BURSA EXCISION,306000
ORSF000279,Orthopaedic Surgery,Orthopaedic Surgery,TENDO ACHILLES LENGTHENING,183600
ORSF000280,Orthopaedic Surgery,Surgical Procedures,SYMES AMPUTATION,183600
ORSF000281,Orthopaedic Surgery,Orthopaedic Surgery,TRANSPOSITION OF TENDON/TRANSFER OF MULTIPLE TENDON,244800
ORSF000282,Orthopaedic Surgery,Orthopaedic Surgery,TENOSYNOVECTOMY,367200
ORSF000283,Orthopaedic Surgery,Surgical Procedures,SURGERY FOR DEQUERVAINS TENOSYNOVITIS,244800
ORSF000284,Orthopaedic Surgery,Orthopaedic Surgery,TRANSFER OF TENDON,244800
ORSF000285,Orthopaedic Surgery,Orthopaedic Surgery,CARPAL TUNNEL RELEASE/DE COMPRESSION   OPEN,306000
ORSF000286,Orthopaedic Surgery,Orthopaedic Surgery,CARPAL TUNNEL RELEASE/DE COMPRESSION   ARTHROSCOPIC,244800
ORSF000287,Orthopaedic Surgery,Orthopaedic Surgery,CRUSH HAND APPLICATION OF HAND FRAME,306000
ORSF000288,Orthopaedic Surgery,Surgical Procedures,ARTHROTOMY FOR INFECTION MAJOR JOINT,244800
